district_id,district_name,county_id,county_name,nuts3_code,is_budapest_district,pop,jobseekers,jobseeker_rate,county_cases,pop_share,lambda,lambda_lo,lambda_hi,county_child_pop,pop_child,pop_u5,burden_rate,burden_rate_u5,komplex_mutato,kedvezmenyezett_290,komplex_program_290,deprivation_290,evidence_class,confidence,vacant_paed,vacant_any,vacant_paed_practice_rate,expected_cost,expected_cost_societal,score_disease,score_socioeconomic,score_healthcare,need_mpi,need_score,need_wsum,need_rank_ws,need_rank,need_score_290,spec_top_count,spec_n_specs
098,Hajdúhadházi,09,Hajdú-Bihar,,False,15326.0,1251.5833333333333,0.08166405672278046,512,0.04504771954370299,23.064432406375932,11.532216203187966,34.5966486095639,78865,3552.6884018141363,1207.9140566168064,649.210676472453,19.0944316609545,3526,1,0,0.7258369238885937,estimated,low,1.0,1.0,6.524859715516116,3688458.2643195377,18442291.321597688,2.1091678957594175,1.0781220533524962,-0.3251374978944844,110.933398482348,0.7209197712890937,0.8002191120625135,0.873478823912933,16,0.7155465299933721,6,7
161,Jászapáti,16,Jász-Nagykun-Szolnok,,False,19580.0,1349.9166666666665,0.06894364998297582,243,0.08643446784090407,21.00357568533969,10.501787842669845,31.505363528009536,52946,4576.359334304507,1555.9621736635324,458.95818380991955,13.498770112056457,3059,1,1,1.0227562743504794,estimated,low,5.0,8.0,25.53626149131767,3358886.572705602,16794432.86352801,1.0508901682143634,0.6788171726839436,1.6382336104143416,110.45827180096188,0.7053682913926165,0.698730389444906,0.889282007877666,17,0.7776506515873974,5,7
169,Törökszentmiklósi,16,Jász-Nagykun-Szolnok,,False,21647.0,1237.9166666666665,0.05718652315178392,243,0.09555908709663179,23.220858164481523,11.610429082240762,34.83128724672228,52946,5059.471425418266,1720.2202846422106,458.95818380991955,13.498770112056457,3387,1,0,0.8142133472594761,estimated,low,7.0,8.0,32.337044394142374,3713473.832449344,18567369.162246723,1.0508901682143634,0.3097505050558122,2.340573228647132,110.39779952458943,0.7033889595067355,0.7045330563687697,0.8730780618668933,18,0.7969168986086842,5,7
047,Gyomaendrődi,04,Békés,,False,13137.0,779.8333333333333,0.05936159955342417,131,0.06624142799515934,8.677627067365872,4.338813533682936,13.016440601048808,41222,2730.6041448164583,928.4054092375959,317.7914705739653,9.346807958057802,3927,1,0,0.47088047948770256,estimated,low,7.0,8.0,53.284615970160615,1387723.9512063835,6938619.756031917,0.2656516338980653,0.3780280877438075,4.5038990741897,110.22304117731024,0.6976689041385012,0.7055717759420501,0.8022986993178073,19,0.7444601687682043,4,7
163,Karcagi,16,Jász-Nagykun-Szolnok,,False,24492.0,1879.5,0.07673934345908869,243,0.10811813004900013,26.27270560190703,13.136352800953516,39.409058402860545,52946,5724.422513574361,1946.3036546152828,458.95818380991955,13.498770112056457,3161,1,0,0.9579045104380333,estimated,low,5.0,6.0,20.414829332026784,4201524.511680572,21007622.55840286,1.0508901682143634,0.9235309241292586,1.1093261656453741,110.19160875314547,0.6966400822860433,0.6911777195474447,0.8829774825563835,20,0.7357062229200267,5,7
064,Sárospataki,05,Borsod-Abaúj-Zemplén,,False,13515.0,1107.6666666666667,0.08195831791836232,493,0.033735210423843046,16.63145873895462,8.31572936947731,24.94718810843193,100996,3407.121311966452,1158.4212460685937,488.13814408491425,14.357004237791594,3964,1,0,0.4473558200292662,estimated,low,2.0,6.0,14.798372179060303,2659698.723668938,13298493.61834469,1.2132034268608698,1.0873591739879176,0.5292958325205087,110.0139211115121,0.6908241475154423,0.7002260122595477,0.9023815434123992,21,0.6582949219601173,1,7
121,Szécsényi,12,Nógrád,,False,11391.0,1606.3333333333333,0.14101776256108622,110,0.09809848602283884,10.790833462512273,5.3954167312561365,16.18625019376841,26042,2554.680773006769,868.5914628223015,422.3945933492052,12.42337039262368,3029,1,1,1.0418303225600225,estimated,low,0.0,4.0,0.0,1725667.389616597,8628336.948082985,0.8475055350769237,2.9412876668260366,-0.9989816048302742,109.50436595971186,0.6741457814926173,0.7266754338136024,0.7310557687303921,22,0.5538647871743498,3,7
059,Mezőcsáti,05,Borsod-Abaúj-Zemplén,,False,8858.0,1080.5,0.12198013095506886,493,0.022110728371024912,10.900589086915282,5.450294543457641,16.350883630372923,100996,2233.095122560032,759.2523416704109,488.13814408491425,14.357004237791594,2750,1,1,1.2192189709087722,estimated,low,0.0,4.0,0.0,1743219.48163222,8716097.408161102,1.2132034268608698,2.3436794792776734,-0.9989816048302742,109.49366175123953,0.6737954196009643,0.7310286310861122,0.7773527573325998,23,0.6118256744735581,2,7
101,Nyíradonyi,09,Hajdú-Bihar,,False,18589.0,1589.25,0.0854941094195492,512,0.054638657092385155,27.9749924313012,13.9874962156506,41.9624886469518,78865,4309.0776915909555,1465.086415140925,649.2106764724529,19.094431660954495,2317,1,1,1.4945210667331759,estimated,low,0.0,1.0,0.0,4473753.79586558,22368768.979327902,2.109167895759417,1.198350813825371,-0.9989816048302742,109.25508836213038,0.6659866195273894,0.7722431189389822,0.7690982554887953,24,0.7343356430318186,3,7
067,Szikszói,05,Borsod-Abaúj-Zemplén,,False,10769.0,1265.8333333333333,0.11754418547064104,493,0.02688083470620538,13.252251510159253,6.626125755079626,19.87837726523888,100996,2714.8567819879186,923.0513058758924,488.13814408491425,14.357004237791594,2575,1,1,1.3304842521311062,estimated,low,0.0,2.0,0.0,2119296.74844179,10596483.74220895,1.2132034268608698,2.204431205339315,-0.9989816048302742,109.1031304017955,0.6610128488303547,0.7176859200139483,0.775241279687047,25,0.6223292472807872,2,7
164,Kunhegyesi,16,Jász-Nagykun-Szolnok,,False,12176.0,1174.9166666666667,0.09649446999561981,243,0.05375005518032932,13.061263408820025,6.530631704410013,19.591895113230038,52946,2845.850421577716,967.5891433364236,458.95818380991955,13.498770112056457,2212,1,1,1.5612802354665762,estimated,low,1.0,2.0,8.21287779237845,2088753.9790226463,10443769.895113232,1.0508901682143634,1.5436619156625426,-0.1508102199010761,109.04667268192635,0.659164918310047,0.6767375918534678,0.841567398306631,26,0.699809353292745,1,7
166,Mezőtúri,16,Jász-Nagykun-Szolnok,,False,15574.0,882.0833333333334,0.05663820041950259,243,0.06875027590164658,16.706317044100118,8.353158522050059,25.059475566150176,52946,3640.0521078885795,1237.6177166821171,458.95818380991955,13.498770112056457,3708,1,0,0.6101210314173663,estimated,low,4.0,7.0,25.68383202773854,2671670.0451132297,13358350.225566149,1.0508901682143634,0.2925381668295257,1.653473713751443,108.99861225523283,0.657591841510066,0.6626105710407781,0.8604211590397264,27,0.7331888913621238,3,7
094,Berettyóújfalui,09,Hajdú-Bihar,,False,25138.0,1933.0,0.07689553663775957,512,0.0738881361013706,37.83072568390175,18.915362841950873,56.74608852585262,78865,5827.187853634592,1981.2438702357615,649.210676472453,19.0944316609545,3042,1,1,1.0335649016692205,estimated,low,0.0,8.0,0.0,6049880.193688147,30249400.96844073,2.1091678957594175,0.9284339669207485,-0.9989816048302742,108.300184637258,0.6347314476706949,0.7463798001351016,0.7645283718593266,28,0.687184881070741,2,7
051,Sarkadi,04,Békés,,False,12808.0,1022.3333333333333,0.07981990422652509,131,0.0645824929407019,8.460306575231948,4.230153287615974,12.690459862847923,41222,2662.2195240016135,905.1546381605486,317.7914705739654,9.346807958057804,2583,1,1,1.3253978392752281,estimated,low,3.0,8.0,23.422860712054966,1352970.1124344494,6764850.562172246,0.26565163389806595,1.0202324663672317,1.4199756366355087,107.82450863071385,0.6191619876870401,0.5863484369036578,0.8319072385401496,29,0.6920915388922207,2,7
063,Putnoki,05,Borsod-Abaúj-Zemplén,,False,11224.0,1158.3333333333333,0.10320147303397481,493,0.02801657430981978,13.81217113474115,6.906085567370575,20.718256702111727,100996,2829.5619389945587,962.05105925815,488.1381440849142,14.357004237791593,3010,1,1,1.053910553092733,estimated,low,0.0,5.0,0.0,2208838.9548250213,11044194.774125107,1.2132034268608696,1.7542007060216231,-0.9989816048302742,107.79098169004573,0.6180646097366592,0.6745450228353496,0.744968791403355,30,0.5959450889051358,1,7
065,Sátoraljaújhelyi,05,Borsod-Abaúj-Zemplén,,False,12872.0,1268.4166666666667,0.09854076030660866,493,0.032130198192801156,15.84018770905097,7.920093854525485,23.760281563576456,100996,3245.0214966801454,1103.3073088712495,488.13814408491425,14.357004237791594,4231,1,0,0.2775967909643337,estimated,low,0.0,1.0,0.0,2533158.8583845035,12665794.291922519,1.2132034268608698,1.607896788426931,-0.9989816048302742,107.34794460545378,0.6035634617600285,0.6605262429540578,0.7583494585226238,31,0.5168082883916115,1,7
053,Szeghalmi,04,Békés,,False,16695.0,898.75,0.0538334830787661,131,0.08418212989108512,11.027859015732151,5.5139295078660755,16.54178852359823,41222,3470.1557583703107,1179.8529578459056,317.7914705739654,9.346807958057806,3457,1,0,0.7697072347705426,estimated,low,6.0,8.0,35.93890386343217,1763572.4568311316,8817862.284155658,0.26565163389806595,0.20449559508161905,2.712549314450199,107.17222862865943,0.5978120620014734,0.583946949885212,0.7980877070728521,32,0.706915131175217,2,7
168,Tiszafüredi,16,Jász-Nagykun-Szolnok,,False,11134.0,831.6666666666666,0.07469612598048021,243,0.04915022292853044,11.943504171632897,5.971752085816449,17.915256257449347,52946,2602.3077031739726,884.7846190791507,458.95818380991955,13.498770112056457,3676,1,0,0.6304666828408788,estimated,low,1.0,3.0,8.981498113885396,1910002.20125149,9550011.00625745,1.0508901682143634,0.8593925103061651,-0.07143222608966751,107.00966248328434,0.5924910723776686,0.6158237954429318,0.8063661350089576,33,0.6141981433665673,0,7
060,Mezőkövesdi,05,Borsod-Abaúj-Zemplén,,False,24624.0,1749.0833333333335,0.07103164933939789,493,0.06146472966901303,30.302111726823423,15.151055863411711,45.45316759023513,100996,6207.69183765164,2110.615224801558,488.13814408491425,14.357004237791593,4132,1,0,0.3405411500558255,estimated,low,2.0,8.0,8.122157244964262,4845906.13182567,24229530.65912835,1.2132034268608698,0.7443613294791164,-0.16017923454941693,106.98620361719287,0.5917232348751496,0.6269476575941002,0.8215233144815666,34,0.5939817513893003,0,7
165,Kunszentmártoni,16,Jász-Nagykun-Szolnok,,False,19855.0,1182.8333333333335,0.05957357508604047,243,0.0876484350858606,21.298569725864123,10.649284862932062,31.947854588796183,52946,4640.634044055975,1577.8155749790317,458.9581838099195,13.498770112056455,3162,1,0,0.9572687088310485,estimated,low,3.0,9.0,15.109544195416772,3406061.945917759,17030309.729588795,1.0508901682143632,0.38468218823661177,0.5614316084003351,106.92253923221126,0.5896394213535122,0.6074315231806903,0.809984956469466,35,0.6966016564020557,0,7
030,Sellyei,02,Baranya,,False,8270.0,865.8333333333334,0.104695687222894,135,0.0361275779669828,4.877223025542678,2.438611512771339,7.315834538314017,46670,1686.0740637190872,573.2651816644897,289.2650524962503,8.50779566165442,2100,1,1,1.63249001544887,estimated,low,1.0,6.0,12.091898428053204,779964.2869390287,3899821.4346951433,0.10697369766816855,1.8011054183161297,0.24978922744275062,106.80918700627025,0.5859292637639618,0.5658474534865522,0.8004803163029404,36,0.6175428535343626,1,7
102,Püspökladányi,09,Hajdú-Bihar,,False,23029.0,1184.3333333333333,0.051427909736998276,512,0.06768915133576511,34.65684548391174,17.32842274195587,51.98526822586761,78865,5338.304920095115,1815.0236728323393,649.210676472453,19.0944316609545,2983,1,1,1.0710771964813217,estimated,low,1.0,9.0,4.342350948803682,5542314.065575794,27711570.327878974,2.1091678957594175,0.12898250844671755,-0.5505324848989739,106.65200820091742,0.5807846083965433,0.696061803959365,0.7531844133471707,37,0.7330085582145776,1,7
119,Rétsági,12,Nógrád,,False,15919.0,699.1666666666666,0.04392026299809452,110,0.1370933016414337,15.080263180557708,7.540131590278854,22.620394770836562,26042,3570.1837613462167,1213.8624788577138,422.3945933492052,12.42337039262368,4082,1,0,0.37233123040506383,estimated,low,4.0,6.0,25.127206482819272,2411631.9177689934,12058159.588844968,0.8475055350769237,-0.10668919973842929,1.5959891302405003,106.465972465772,0.5746954302710378,0.5867195071048151,0.7849343378304419,38,0.6778978883213479,1,7
142,Fonyódi,14,Somogy,,False,20632.0,1057.4166666666667,0.051251292490629444,248,0.11058050477277721,27.42396518364875,13.711982591824375,41.13594777547313,39313,4347.251384132191,1478.065470604945,630.8345839798541,18.553958352348644,4576,1,0,0.05824523655458941,estimated,low,1.0,4.0,4.846839860411012,4385633.656177812,21928168.28088906,2.006951051543242,0.12343833600570346,-0.49843222605468696,106.45825917155025,0.5744429646766511,0.6813620071875652,0.7491109961329455,39,0.6138358924936761,0,7
174,Tamási,17,Tolna,,False,21112.0,1115.3333333333333,0.05282935455349248,109,0.16121445370964294,17.57237545435108,8.78618772717554,26.35856318152662,29011,4676.992516570451,1590.1774556339533,375.71955465168384,11.05057513681423,3095,1,1,0.9998674164990279,estimated,low,5.0,13.0,23.68321333838575,2810169.889565961,14050849.447829803,0.5878760648154925,0.17297510763481364,1.446863123972756,106.21565328529606,0.5665021760182615,0.5610315581680106,0.7858076401994242,40,0.7041449873285909,1,7
118,Pásztói,12,Nógrád,,False,18566.0,1500.25,0.08080631261445653,110,0.15988907835133226,17.58779861864655,8.793899309323274,26.381697927969824,26042,4163.831378425395,1415.7026686646345,422.3945933492051,12.423370392623678,3480,1,0,0.755083797809893,estimated,low,1.0,5.0,5.386189809328881,2812636.3581443015,14063181.790721506,0.8475055350769231,1.0511967029431666,-0.44273175117854974,105.83012695076607,0.5538834255336234,0.5781713811519377,0.7411436073967514,41,0.5739056004144542,0,7
061,Miskolci,05,Borsod-Abaúj-Zemplén,,False,144969.0,7186.500000000001,0.04957266725989695,493,0.36186161449752885,178.39777594728173,89.19888797364086,267.5966639209226,100996,36546.57561779243,12425.835710049427,488.13814408491425,14.357004237791593,5214,0,0,-0.3473961887016913,estimated,low,19.0,21.0,13.106250301788657,28529327.730045307,142646638.65022653,1.2132034268608698,0.07074479709963907,0.35454474132000885,105.82877370086165,0.5538391320020073,0.592571702655463,0.8010485609950864,42,0.5534899078757104,0,7
100,Hajdúszoboszlói,09,Hajdú-Bihar,,False,26732.0,1474.25,0.05514925931467904,512,0.0785733811067642,40.229571126663274,20.114785563331637,60.34435668999491,78865,6196.689700984959,2106.874498334886,649.210676472453,19.0944316609545,4627,1,0,0.025819354598366342,estimated,low,0.0,0.0,0.0,6433502.957183209,32167514.785916045,2.1091678957594175,0.24579898133448685,-0.9989816048302742,105.74648982346976,0.5511458796228083,0.680970002779479,0.7117414307205046,43,0.5748100969527599,0,7
096,Derecskei,09,Hajdú-Bihar,,False,26369.0,1386.1666666666667,0.052568040754926874,512,0.07750641502335275,39.683284491956606,19.841642245978303,59.524926737934905,78865,6112.543420816714,2078.2647630776833,649.210676472453,19.094431660954495,2801,1,1,1.186793088952549,estimated,low,0.0,1.0,0.0,6346140.935132577,31730704.675662886,2.1091678957594175,0.16477223509405012,-0.9989816048302742,105.42972589002363,0.5407778069889054,0.6732060540164064,0.703295520138293,44,0.7031435400016198,1,7
146,Siófoki,14,Somogy,,False,31774.0,1242.4166666666667,0.039101676423071274,248,0.1702978363052648,42.23386340370567,21.116931701852835,63.350795105558504,39313,6694.918838668875,2276.2724051474174,630.834583979854,18.553958352348644,5719,0,0,-0.6684760002289981,estimated,low,2.0,3.0,6.294454585510165,6754028.877054759,33770144.3852738,2.006951051543241,-0.2579489178188196,-0.34893220702717015,105.33278268403883,0.5376047367782946,0.6535803382195482,0.7052604504685028,45,0.5363078982577485,1,7
172,Paksi,17,Tolna,,False,29401.0,1135.75,0.038629638447671845,109,0.224510522618284,24.471646965392956,12.235823482696478,36.70747044808944,29011,6513.274771679037,2214.513422370873,375.71955465168384,11.05057513681423,5166,0,0,-0.3168777115664225,estimated,low,8.0,10.0,27.209958844937248,3913499.6647939,19567498.3239695,0.5878760648154925,-0.2727666096814612,1.811081939375138,105.13553979779495,0.531148734831201,0.5396688601383337,0.7252566821089654,46,0.5770030317386102,0,7
049,Mezőkovácsházai,04,Békés,,False,20898.0,1539.5,0.07366733658723323,131,0.10537515127067366,13.80414481645825,6.902072408229125,20.706217224687375,41222,4343.77448567971,1476.8833251311014,317.79147057396534,9.346807958057804,2782,1,1,1.1988733194852597,estimated,low,3.0,11.0,14.35544071202986,2207555.388011799,11037776.940058997,0.2656516338980656,0.8270978962811212,0.4835528170614738,105.09320739780321,0.529763143381105,0.5129554824396024,0.7756510140176994,47,0.6168493070238075,0,7
058,Kazincbarcikai,05,Borsod-Abaúj-Zemplén,,False,38333.0,2609.75,0.06808102679153732,493,0.09568418950626528,47.172305426588785,23.586152713294393,70.75845813988317,100996,9663.72040337477,3285.664937147422,488.13814408491425,14.357004237791593,4287,1,0,0.2419919009731868,estimated,low,1.0,6.0,2.608718336681189,7543783.290743722,37718916.45371861,1.2132034268608698,0.6517386635163535,-0.7295705286583618,105.04510834142812,0.528188802184196,0.5846986598422813,0.7350663799523274,48,0.5363489812629798,0,7
099,Hajdúnánási,09,Hajdú-Bihar,,False,18062.0,871.5833333333333,0.04825508433912818,512,0.0530896457261101,27.18189861176837,13.590949305884186,40.772847917652555,78865,4186.914910189673,1423.5510694644888,649.210676472453,19.0944316609545,4065,1,0,0.3831398577238048,estimated,low,0.0,0.0,0.0,4346922.430519345,21734612.152596727,2.1091678957594175,0.029384697402341377,-0.9989816048302742,104.89379003561122,0.5232359681652449,0.6602332770684363,0.684292221328317,49,0.6161677618318122,0,7
143,Kaposvári,14,Somogy,,False,68175.0,2725.1666666666665,0.039973108421953306,248,0.36539481935266027,90.61791519945974,45.30895759972987,135.92687279918962,39313,14364.766533211134,4884.020621291786,630.834583979854,18.553958352348644,4491,1,0,0.11228837314829451,estimated,low,3.0,9.0,4.400440044004401,14491594.344218802,72457971.72109401,2.006951051543241,-0.23059389235131697,-0.5445334295652394,104.88784705146526,0.5230414469941724,0.6447366417844699,0.6743419576926873,50,0.6162338691860283,0,7
162,Jászberényi,16,Jász-Nagykun-Szolnok,,False,31804.0,1288.5833333333333,0.040516392068083676,243,0.1403964154858076,34.11632896305125,17.058164481525626,51.17449344457688,52946,7433.42861431157,2527.3657288659338,458.95818380991955,13.498770112056459,4604,1,0,0.04044279155901596,estimated,low,5.0,5.0,15.721292919129668,5455874.798688916,27279373.993444577,1.0508901682143634,-0.21353973552090455,0.6246089471282711,104.75012103013671,0.5185335051424033,0.553813185571745,0.7443497037650699,51,0.6007773865785807,0,7
097,Hajdúböszörményi,09,Hajdú-Bihar,,False,24720.0,1057.5,0.042779126213592235,512,0.07265950849016951,37.20166834696679,18.600834173483396,55.80250252045019,78865,5730.292137077218,1948.2993266062545,649.210676472453,19.0944316609545,4472,1,0,0.12436860368100507,estimated,low,0.0,0.0,0.0,5949281.501629842,29746407.50814921,2.1091678957594175,-0.1425104982930051,-0.9989816048302742,104.20118435996497,0.5005661336495835,0.6437623516774947,0.6547315342905765,52,0.5863875179180301,0,7
177,Körmendi,18,Vas,,False,16073.0,452.5,0.028152802837055933,137,0.09854267444070457,13.500346398376525,6.7501731991882625,20.25051959756479,33220,3273.5876449202055,1113.01979927287,412.4021673690548,12.129475510854553,4754,0,0,-0.054927449488698946,estimated,low,4.0,7.0,24.88645554656878,2158972.0209417744,10794860.10470887,0.7919227581527176,-0.6016437972473425,1.571125975060951,104.13198771641245,0.4983012425094538,0.5284708132916222,0.6761902483229305,53,0.619900492430192,1,7
052,Szarvasi,04,Békés,,False,15413.0,502.1666666666667,0.032580721901425205,131,0.07771782977006858,10.181035699878985,5.090517849939492,15.271553549818478,41222,3203.684378781767,1089.252688785801,317.7914705739654,9.346807958057804,4149,1,0,0.3297325227370845,estimated,low,5.0,6.0,32.44014792707455,1628148.6838657223,8140743.419328611,0.26565163389806595,-0.46264747977305265,2.351221075666033,103.8864778299445,0.49026540235698285,0.49884292134622893,0.6918139865954069,54,0.6398898122249341,0,7
